LINE_ID,NAME,FROM_NODE,TO_NODE,R_PU,X_PU,B_PU,NUM_LINES
l_959,Kilburn to Torrens A Power Station,121,638,2.2714126457416663e-06,0.005224305544648694,6.97731485728306e-05,1
l_960,Torrens A Power Station to Torrens A Power Station substation,796,638,4.8476456832273865e-08,0.00011149705567086768,1.4890975583779231e-06,1
l_961,Torrens A Power Station to Torrens A Power Station substation,796,638,4.4834555128050826e-08,0.00010312059122610565,1.3772257903076052e-06,2
l_963,Torrens A Power Station to Torrens A Power Station substation,796,638,4.852163699762191e-08,0.00011160097117419045,1.4904854006069801e-06,1
l_964,Torrens B Power Station to Torrens B Power Station substation,122,409,4.908630986096294e-08,0.00011289973279568435,1.5078309955004502e-06,1
l_965,Torrens B Power Station to Torrens B Power Station substation,122,409,4.6948054745508685e-08,0.00010798169288053121,1.4421481737829145e-06,1
l_966,Torrens B Power Station to Torrens B Power Station substation,122,409,4.929325753937136e-08,0.00011337571760002547,1.5141880047120802e-06,1
l_967,Torrens B Power Station to Torrens B Power Station substation,122,409,5.444023352503372e-08,0.00012521389030302615,1.6722925749325871e-06,1
l_968,Torrens Island A to Para,123,638,4.657505744315801e-06,0.0107123789813705,0.0001430690459904739,1
l_969,Pelican Point Power Station to Pelican Point Substation,797,129,3.7635596475704235e-08,8.656280738455684e-05,1.1560885114597836e-06,1
l_970,Pelican Point Power Station to Pelican Point Substation,797,129,3.597173990280033e-08,8.273589590917242e-05,1.1049782422258997e-06,2
l_972,Parafield Gardens West to Para,408,123,2.8508537842498478e-06,0.006557034566115158,8.75723946596817e-05,1
l_973,Pelican Point to Parafield Gardens West,129,408,2.941254590759988e-06,0.006764958668139091,9.034932245197907e-05,1
l_974,Torrens Island B to Cherry Gardens,13,409,1.4952387452833076e-05,0.034390862806024776,0.00045930674605555786,1
l_975,Torrens Island A to Magill,128,638,1.015302483690792e-05,0.023352209493882784,0.00031188014724550615,1
l_976,Para to Roseworthy,123,293,2.3345352272494847e-05,0.04870305448415909,4.196956083497405e-05,1
l_978,Monash to Berri,236,237,3.523743295468345e-06,0.007351230330740473,6.334878003971369e-06,1
l_979,Mintaro to Waterloo,868,871,1.6123182716750677e-05,0.033636170366858356,2.8985765131560155e-05,1
l_980,Waterloo to Templers,798,871,5.369732150693893e-05,0.11202330744381497,9.653540350795456e-05,1
l_981,Dorrien to Templers,798,294,1.7877176735965244e-05,0.037295351230166314,3.2139041973749324e-05,1
l_982,Dorrien to Templers,798,294,1.7849062768764793e-05,0.03723669989518764,3.2088499542735257e-05,1
l_983,Robertstown to Canowie,472,107,1.7561250614271154e-05,0.04039131292462502,0.0005394456839585682,1
l_984,Canowie to Davenport,107,584,2.9783109791648828e-05,0.06850189282563682,0.000914876188767148,1
l_985,Hallett Power Station to Canowie,9,107,4.9842822886280796e-08,0.00011463973155820622,1.5310695276147013e-06,1
l_986,Robertstown to Mokota,472,405,1.1913338938643908e-05,0.02740097568318071,0.0003659533943877794,1
l_987,Leigh Creek Coalfield to Leigh Creek South Tee,809,810,5.146484321390817e-06,0.010736591308663997,9.252192226173215e-06,1
l_988,Leigh Creek South to Leigh Creek South Tee,809,811,2.8992337046617055e-07,0.0006048378942082234,5.21215374787759e-07,1
l_989,Neuroodla Tee to Neuroodla,649,650,4.046467822766241e-06,0.008441737804606707,7.2746161836436355e-06,1
l_990,Cultana to Yadnarie,296,583,0.00013153733534074311,0.274413079529714,0.00023647380143232828,1
l_991,Yadnarie to Mount Millar Windfarm,296,297,3.158442889437975e-05,0.06589140927662844,5.678152098318805e-05,1
l_992,Yadnarie to Wudinna,296,592,0.00011604293859587859,0.2420886819341634,0.00020861844850407195,1
l_993,Port Lincoln Power Station to Port Lincoln Terminal,885,526,5.335513838368088e-08,0.00011130944529682002,9.59202371467598e-08,1
l_994,Port Lincoln Terminal to Sleaford,886,526,2.873556642840981e-05,0.05994811477078879,5.165992310878503e-05,1
l_995,Cathedral Rocks Wind Farm to Sleaford,390,886,8.182753582482277e-07,0.0017070853714536527,1.471070430932036e-06,1
l_996,Woomera to Pimba,101,102,1.2013571829746359e-05,0.02506270355418236,2.1597632276807252e-05,1
l_997,Pimba to Mount Gunson Tee,101,306,3.417931711292228e-05,0.07130486291882843,6.144653171752551e-05,1
l_998,Pimba to Olympic Dam North,101,367,8.992499085692261e-05,0.1876014410950747,0.0001616644002755402,1
l_999,Snowtown to Snowtown Tee,595,870,1.9900428507681236e-06,0.004151625739268125,3.5776382174331734e-06,1
l_1001,Bungama to Snowtown Tee,595,594,5.590565718270003e-05,0.11663033549293216,0.00010050548189469609,1
l_1002,Dalrymple to Ardrossan West,612,613,6.383406563185456e-05,0.13317057460197237,0.00011475893229661427,1
l_1005,Northern Power Station to Davenport,584,587,6.622892527464403e-07,0.0015232817435313266,2.0344170627340047e-05,1
l_1006,Northern Power Station to Davenport,584,587,6.730483044563705e-07,0.0015480278298968873,2.0674666680035307e-05,1
l_1007,Playford B to Davenport,584,588,7.614805969107572e-07,0.001751424300662152,2.339112574863454e-05,1
l_1008,Playford B to Davenport,584,588,7.308971216253322e-07,0.0016810815473065192,2.2451663969655728e-05,1
l_1009,Playford B Power Station to Playford B Substation,585,588,5.935957878850828e-08,0.00013652850668688436,1.8234047951594786e-06,1
l_1010,Playford B Power Station to Playford B Substation,585,588,5.183351525472122e-08,0.0001192183734873293,1.5922195236959466e-06,1
l_1011,Playford B Power Station to Playford B Substation,585,588,4.786342001669817e-08,0.00011008705575707389,1.4702663218371e-06,1
l_1012,Playford B Power Station to Playford B Substation,585,588,4.6681213327954486e-08,0.0001073679509874041,1.4339513514629814e-06,1
l_1013,Mount Gunson to Mount Gunson Tee,306,307,6.122648965831368e-08,0.00012773065177585288,1.1007111190410388e-07,1
l_1014,Olympic Dam West to Olympic Dam North,367,368,2.779757323415843e-06,0.005799127414948797,4.997362761110231e-06,1
l_1015,Olympic Dam West to Olympic Dam North,367,368,2.825419916994444e-06,0.005894388679674572,5.0794535763059275e-06,1
l_1016,Olympic Dam West to Prominent Hill,368,458,0.0001435077818426497,0.2993858150608435,0.0002579939043127412,1
l_1017,Davenport to Neuroodla Tee,649,584,8.335781555141879e-05,0.17390100543757514,0.00014985813321727803,1
l_1018,Tungkillo to Para,759,123,8.822663609232547e-06,0.020292345602061973,0.0002710141725983419,1
l_1019,Para to Robertstown,123,472,3.255682375147951e-05,0.07488150387815934,0.0010000790058689293,1
l_1020,Mount Barker South to Cherry Gardens,759,14,8.502521208887249e-06,0.019556010123637724,0.0002611800531548176,1
l_1021,Bungama to Red Hill,402,594,3.735300036411374e-05,0.07792579827649922,6.71520824724289e-05,1
l_1022,Brinkworth to Red Hill,495,402,1.7931026139880345e-05,0.037407691811803485,3.223585078636273e-05,1
l_1023,Clements Gap Wind Farm to Clements Gap Wind Farm Substation,398,353,1.067483251172793e-06,0.002226982670295763,1.9190887645416796e-06,1
l_1024,Clements Gap Wind Farm Substation to Red Hill,398,402,1.3581116490929703e-05,0.028332913921918498,2.4415716161392067e-05,1
l_1026,Para to Bungama,406,123,2.3666917389455563e-05,0.054434498273255444,0.0007269992735010951,1
l_1027,Bungama to Davenport,594,584,2.011461157784702e-05,0.04626410660854997,0.0006178797079152644,1
l_1030,Snuggery to South East,658,657,3.670947272666814e-05,0.07658327145476855,6.599516815331702e-05,1
l_1057,Mortlake Power Station to Mortlake Power Station substation,620,619,9.55369797000605e-08,0.00021292886075528417,1.2404899319608731e-06,1
l_1061,Eildon Power Station to Eildon Power Station substation,199,198,8.982476536875052e-08,0.000200197714200574,1.1663202817433444e-06,2
l_1074,Uranquinty Power Station to Uranquinty,445,448,2.2609267818466007e-07,0.00047167435708693174,4.0646250699729705e-07,1
l_1077,Gunning Wind Farm to Cullerin Range Tee,413,415,1.3406766665351756e-05,0.027969185460882135,2.4102275373446367e-05,1
l_1078,Kangaroo Valley Hydro Power Station to Kangaroo Valley,899,138,5.210087990915707e-08,0.00012292810496137728,3.235107563135047e-06,1
l_1079,Kangaroo Valley Hydro Power Station to Kangaroo Valley,899,138,4.0741818985377585e-08,9.612725561035456e-05,2.5297877303663084e-06,1
l_1080,Tallawarra Power Station to Tallawarra,894,514,9.795036296481426e-08,0.00020434396570828448,1.760921689797332e-07,1
l_1081,Jacks Gully Power Station to Nepean,900,512,9.377329770675316e-07,0.001956297756428416,1.6858276871823452e-06,1
l_1082,Warragamba Power Station to Warragamba Substation,180,853,1.0821310526002218e-07,0.0002257540901444569,1.9454221342818908e-07,1
l_1083,Mount Piper Power Station to Mount Piper,216,215,1.1463045645753046e-07,0.0002704619347648532,7.117765713323424e-06,1
l_1084,Mount Piper Power Station to Mount Piper,216,215,1.1891757126658975e-07,0.0002805770595026389,7.383966160743859e-06,1
l_1085,Eastern Creek II Power Station to Sydney West,848,712,3.150770578454883e-06,0.0065731349588743935,5.664359052114526e-06,1
l_1088,Colongra Power Station to Munmorah,162,916,9.201841972354985e-08,0.00021711053590418356,5.71371320627294e-06,1
l_1089,Colongra Power Station to Munmorah,162,916,9.370565571340135e-08,0.0002210914422385241,5.8184789975816366e-06,1
l_1090,Munmorah Power Station to Munmorah,935,916,4.087835480288463e-08,9.644940159588797e-05,2.5382656688699574e-06,1
l_1091,Vales Point Power Station to Vales Point,292,53,3.4473982269787434e-08,8.13387666059794e-05,2.140598027650032e-06,1
l_1092,Eraring Power Station to Eraring,909,905,4.0533472566233486e-08,0.00010142649065461842,1.2506917306324007e-05,1
l_1093,Eraring 500 to Eraring 330,57,905,6.092818088219098e-09,1.5245995908079402e-05,1.8799862722670343e-06,1
l_1094,Bayswater Power Station to Bayswater,244,246,1.1881206328257818e-07,0.00028032812135504043,7.377414838047543e-06,1
l_1095,Bayswater Power Station to Bayswater,244,246,9.553958882617375e-08,0.00022541846939376815,5.932353674818538e-06,1
l_1096,Bayswater Power Station to Bayswater,244,246,4.0160060324969156e-08,0.00010049210505178044,1.2391698063387673e-05,1
l_1097,Bayswater Power Station to Bayswater,244,246,4.9076009928661316e-08,0.00012280239385514517,1.5142783458760991e-05,1
l_1098,Liddell Power Station to Liddell,245,243,3.6693474766597906e-08,8.657549211012877e-05,2.278413300161218e-06,1
l_1102,Wallerawang Power Station to Wallerawang Power Station,716,93,3.760523311237419e-08,8.872671730679384e-05,2.3350272445958485e-06,1
l_1104,John Butters Power Station to Farrell,938,624,1.7546495179220047e-05,0.03910690122808064,0.0002278306335343432,1
l_1105,Electrona to Knights Road,136,137,2.1877008775067476e-05,0.04453035016416607,1.943947575209065e-05,1
l_1106,Lake Echo Power Station to Lake Echo Tee,428,429,1.7590018286785522e-06,0.0035804240047539503,1.563014109837983e-06,2
l_1108,Tungatinah to Lake Echo Tee,429,450,2.1912060975777778e-05,0.04460169843612149,1.9470622441876773e-05,1
l_1109,Tungatinah to Tarraleah,675,450,5.8542846659639e-07,0.0011916315837162542,5.202001150154513e-07,2
l_1110,Burnie to Emu Bay,623,323,4.317709689028966e-06,0.008788638626812428,3.836631125737004e-06,1
l_1112,Burnie to Sheffield,709,623,6.492480265646262e-05,0.13215354193789883,5.769089092234379e-05,1
l_1113,Burnie to Sheffield,709,944,1.6205988875834762e-05,0.036119236337362665,0.00021042496948362502,1
l_1114,New Norfolk to Boyer,21,492,2.673894286399057e-06,0.005442675006421016,2.3759693877047363e-06,2
l_1116,Devils Gate to Sheffield,709,268,6.41979812431808e-06,0.013067410695786904,5.704505184146842e-06,1
l_1117,Trevallyn to Mowbray,696,700,4.207827072995561e-06,0.008564974074714307,3.7389916142333995e-06,1
l_1118,Knights Road to Kermandie,137,295,2.8068016079604292e-05,0.05713206029622612,2.4940681955139692e-05,1
l_1119,Cethana Power Station to Cethana Substation,710,615,7.347339932035925e-08,0.00016375446724628095,9.540076775505264e-07,1
l_1121,Sheffield to Farrell,624,709,2.9360060058675298e-05,0.0654364850095475,0.00038122263252299786,2
l_1123,Palmerston to Hadspen,711,697,5.025366364655203e-05,0.10229064047199857,4.465440801140121e-05,2
l_1125,Catagunya Power Station to Catagunya,449,87,4.025105431646408e-08,8.970988162606038e-05,5.226356096575693e-07,1
l_1126,Meadowbank Power Station to Meadowbank,676,422,3.0813384773979415e-07,0.0006272022047603968,2.738016208304806e-07,1
l_1127,Risdon to Lindisfarne,22,867,4.1377469391756165e-06,0.008422326927170522,3.6767197983694007e-06,2
l_1129,Wayatinah Power Station to Wayatinah,552,451,5.35718961505707e-08,0.00011939882181385507,6.955986887954165e-07,1
l_1130,Wayatinah to Catagunya,552,449,2.1843972420006414e-06,0.0048684940390248364,2.8363077780060685e-05,1
l_1131,Triabunna to Sorell Tee,23,593,6.743826380815098e-05,0.1372696575074217,5.99243026110456e-05,1
l_1132,Lindisfarne to Sorell Tee,22,23,1.810564787278622e-05,0.0368537969707777,1.6088319313563644e-05,1
l_1133,Butlers Gorge to Butlers Gorge Tee,84,420,6.0453245737507436e-06,0.012305174939270387,5.371755420186911e-06,1
l_1134,Farrell to Reece,624,829,1.225366731573395e-05,0.0273104658510765,0.00015910646309406364,2
l_1136,Sheffield to Railton,709,781,1.6233554507611864e-05,0.03304317670050408,1.4424814309194306e-05,2
l_1138,George Town to Hadspen,697,713,1.7939534530338275e-05,0.0399828910440487,0.0002329340119272681,2
l_1139,George Town to Starwood,713,157,7.329045369992634e-06,0.01491817094605638,6.512444238643618e-06,1
l_1140,Hadspen to Trevallyn,697,696,1.2911677786870798e-05,0.02628154237024884,1.1473060592393907e-05,1
l_1141,Lake Echo Tee to Waddamana,190,429,2.4916829312971834e-05,0.05071786301754003,2.2140599943467523e-05,1
l_1142,Chapel Street to New Norfolk,24,21,2.3661538418859508e-05,0.048162735685122596,2.1025173371726737e-05,1
l_1143,Derwent Bridge to Tungatinah,420,311,2.2684328277309275e-05,0.046173637895995254,2.0156843836977335e-05,1
l_1144,Tungatinah to New Norfolk,25,450,0.00010370098157283488,0.21108192026091227,9.214663382365927e-05,1
l_1146,Lemonthyme Power Station to Lemonthyme Substation,714,377,1.5732836019657732e-08,3.506469286168254e-05,2.0428136565389493e-07,1
l_1147,Sheffield to Lemonthyme,709,714,1.2129031335721814e-05,0.027032682344455074,0.000157488140232586,1
l_1148,Cluny Tee to Cluny-Repulse Tee,421,426,1.616781058861032e-06,0.0036034146153123957,2.0992924750172737e-05,1
l_1149,Chapel Street to Cluny-Repulse Tee,426,24,2.1423433823864725e-05,0.0477476613966984,0.0002781703383335803,1
l_1150,Liapootah to Cluny-Repulse Tee,427,426,8.01975763783742e-06,0.017874103438473357,0.0001041317052071025,1
l_1151,Chapel Street to Creek Rd,24,26,6.615681182418454e-06,0.01346612796367859,5.878562981414231e-06,2
l_1152,Studland Bay to Smithton,282,78,5.804014440620223e-05,0.11813991485584066,5.157332025747785e-05,1
l_1153,Tungatinah to Meadowbank,422,450,7.013290728935854e-05,0.14275456721420543,6.231870932139818e-05,1
l_1154,Farrell to Tribute Power Station,625,624,6.176581187720691e-06,0.013766108158253342,8.019917315118554e-05,1
l_1155,Lake Echo Tee to Waddamana,190,429,2.4920228506887496e-05,0.05072478202995607,2.2143620399709034e-05,1
l_1156,Sheffield to Fisher,709,903,1.5487510030362754e-05,0.034517920464457494,0.00020109595597563013,1
l_1157,Sheffield to Palmerston,711,709,2.739868765996364e-05,0.061065059497816904,0.000355755397520736,1
l_1158,Farrell to Rosebery,624,201,7.1670901532937e-06,0.014588513332226829,6.368534047798353e-06,1
l_1159,Hadspen to Norwood,698,697,1.2374446580299469e-05,0.025188015645745118,1.099568760595017e-05,2
l_1161,Meadowbank to New Norfolk,422,25,3.820355842852955e-05,0.0777628172037131,3.3946923701989886e-05,1
l_1162,Creek Road to North Hobart,26,3,3.937528817763267e-06,0.008014785697591436,3.498809949891384e-06,2
l_1164,Bridgewater to Lindisfarne,27,22,2.1863310537413828e-05,0.04450246759001618,1.9427303770013377e-05,1
l_1165,Liapootah to New Norfolk,427,24,2.9496936254934265e-05,0.06574154900283513,0.00038299988719357064,1
l_1166,Hampshire to Waratah Tee,626,945,4.587227659015597e-05,0.09337238744060536,4.076119444097916e-05,1
l_1167,Derwent Bridge to Tungatinah,420,450,1.8848741945525573e-05,0.03836635472509518,1.674861795663051e-05,1
l_1169,Bell Bay to George Town,778,713,3.534191075394804e-06,0.007193797276059094,3.140412038033777e-06,2
l_1170,Basslink George Town to George Town,713,708,7.726844870199527e-07,0.001722127160194656,1.0032840997693757e-05,1
l_1171,Sorell to Sorell Tee,23,28,1.3367463835983801e-05,0.02720928859806381,1.1878063028557444e-05,1
l_1172,Wayatinah to Liapootah,552,427,2.0786503513918287e-06,0.004632809751993374,2.6990018326556558e-05,1
l_1173,Palmerston to Avoca,711,699,8.86945108504564e-05,0.1805364557110513,7.881218180915001e-05,1
l_1174,Creek Road to New Norfolk,25,26,2.7700641117004316e-05,0.05638427361778549,2.461423985554487e-05,1
l_1175,Tungatinah to Lake Echo Tee,429,450,2.192635410044274e-05,0.04463079189459266,1.9483323028744154e-05,1
l_1176,Burnie 110 to Burnie 220,944,623,3.186202323541207e-08,7.10127568421591e-05,4.1370911200584085e-07,1
l_1177,Queenstown to Farrell,939,624,5.5075846332885884e-05,0.11210612693936015,4.893930382905849e-05,1
l_1178,Sheffield to Cethana,709,710,7.901367315506078e-06,0.017610239994835023,0.0001025944784352838,1
l_1179,Sheffield to Devonport,709,779,2.2693005266918308e-05,0.046191299788881694,2.016455403771091e-05,1
l_1180,Sheffield to Wesley Vale,709,269,3.619040262793401e-05,0.07366506628825388,3.2158073417509566e-05,1
l_1182,George Town to Sheffield,709,713,2.3638218606249066e-05,0.05268388192629652,0.00030692797995710117,2
l_1184,Chapel Street to Knights Road Tee,24,234,1.8434687121141377e-05,0.03752355183067006,1.638069705842134e-05,1
l_1185,Chapel Street to Kingston Tee,24,29,2.1895996877981404e-05,0.04456900018622367,1.9456348203437575e-05,1
l_1186,Avoca to St Marys,699,771,6.414071356532844e-05,0.13055753938804843,5.699416491965769e-05,1
l_1187,Palmerston to Waddamana 220,423,711,1.623753058143958e-05,0.036189535183545556,0.00021083451946482068,1
l_1188,Waratah Tee to Savage River,626,832,3.3256962321282524e-05,0.0676940889309773,2.955147658804054e-05,1
l_1189,Tungatinah to New Norfolk,450,25,0.00010369776834042635,0.21107537977058377,9.214377860912177e-05,1
l_1192,Devonport to Wesley Vale,779,269,1.414858467013728e-05,0.028799249301696275,1.2572151497008614e-05,1
l_1194,Wilmot Power Station to Sheffield,709,375,8.138186467547472e-06,0.018138052705761392,0.00010566943197395709,1
l_1195,Repulse to Cluny Tee,424,421,9.417803718305536e-07,0.002099001059957527,1.222844884820479e-05,1
l_1196,Cluny Hydro Power Station to Cluny Tee,421,86,4.952653507381139e-08,0.00011038268870893148,6.430721205218421e-07,1
l_1197,Liapootah Power Station to Liapootah,427,452,5.255675400493544e-08,0.00011713631507297416,6.824176816595076e-07,1
l_1198,Tungatinah Power Station to Tungatinah,450,825,1.7488783452291624e-07,0.00035598177935704435,1.554018583389898e-07,1
l_1199,Tarraleah Power Station to Tarraleah,675,936,1.455483827221431e-07,0.00029626172915520543,1.2933140383925198e-07,1
l_1200,Hadspen to Trevallyn,697,696,1.2909619120245483e-05,0.026277351982676243,1.1471231302093944e-05,1
l_1201,Paloona Power Station to Paloona Substation,780,782,8.661259827812538e-08,0.00017629875133335157,7.696223562208604e-08,1
l_1203,Burnie to Hampshire,945,623,3.684416684180886e-05,0.07499579434472504,3.273899532113327e-05,1
l_1204,Bastyan Power Station to Farrell,624,431,6.707569251887063e-08,0.00014949552348477493,8.709373219688416e-07,1
l_1205,Emu Bay to Ulverstone,705,323,3.6553852243911903e-05,0.07440486297768853,3.248102753201178e-05,1
l_1206,Tamar Valley Power Station to George Town,374,713,8.143104520089338e-07,0.001814901385743441,1.0573328991338738e-05,1
l_1207,Palmerston to Hadspen,711,697,1.1726743306756951e-05,0.026136079458620672,0.0001522646733483908,2
l_1208,Waddamana to Bridgewater,27,423,0.00012218404044073757,0.24870393211614422,0.00010857031305610269,1
l_1209,Smithton to Port Latta,77,78,3.0465179749931137e-05,0.06201145394359384,2.7070754010338548e-05,1
l_1210,Burnie to Port Latta,623,77,7.179552603417398e-05,0.14613880477873548,6.37960793360615e-05,1
l_1211,Mackintosh Power Station to Farrell,624,830,1.576143956011902e-05,0.032082193224849356,1.400530233804923e-05,1
l_1212,Farrell to Watarah Tee,624,626,6.259027714706265e-05,0.12740164740471038,5.5616477893614835e-05,1
l_1213,Queenstown to Newton Pumps,939,202,2.632682873651434e-05,0.05358789743162215,2.3393497443588946e-05,1
l_1214,Rosebery to Queenstown,939,201,4.897642467460147e-05,0.09969083812931735,4.351947881334947e-05,1
l_1215,Ulverstone to Paloona,780,705,2.513470161539221e-05,0.05116133908950236,2.2334196946764425e-05,1
l_1216,Paloona to Sheffield,709,780,1.119775533815978e-05,0.02279287682277656,9.95010312479656e-06,1
l_1217,George Town to Tasmanian Electro Metallurgical Company,713,270,4.454105222409121e-06,0.009066269857146281,3.957829489329506e-06,2
l_1219,George Town to Comalco,713,376,4.445285460394015e-07,0.0009907467996009163,5.771934465191533e-06,2
l_1222,Poatina Power Station to Palmerston,706,711,9.132991118064791e-06,0.01859007767995876,8.115394623145055e-06,1
l_1223,Poatina Power Station to Palmerston,706,711,9.090546354892608e-06,0.018503681948891244,8.077679049093213e-06,1
l_1224,Lindisfarne to Sorell,28,22,3.147311170877002e-05,0.06406308556884152,2.796638234212109e-05,1
l_1225,Gordon to Chapel Street,940,24,3.906151051851654e-05,0.08705867571071026,0.0005071901024873284,2
l_1227,Poatina Power Station to Palmerston,711,706,2.2539612286086058e-06,0.00502353536924621,2.9266324096671908e-05,1
l_1228,Poatina Power Station to Palmerston,711,706,2.2624233202608946e-06,0.005042395328403233,2.9376199241678062e-05,1
l_1229,Poatina Power Station to Palmerston,706,711,2.263648156795254e-06,0.005045125193306766,2.9392103003697137e-05,2
l_1234,Waddamana 220 to Liapootah,427,423,1.2018640883466126e-05,0.026786648679680874,0.00015605478693800094,1
l_1235,Kingston Tee to Electrona,29,136,1.3814476126028703e-05,0.0281191759600907,1.2275269276566895e-05,1
l_1236,Kingston to Knights Road Tee,234,352,6.546236449249428e-06,0.013324774165411703,5.816855769956318e-06,1
l_1237,Knights Road to Knights Road Tee,137,234,2.5820247618697685e-05,0.0525567585407954,2.2943359517626834e-05,1
l_1238,Lake Echo Power Station to Lake Echo,425,428,5.315758916013458e-08,0.00010820154087433606,4.7234778581600034e-08,1
l_1240,Fisher Power Station to Fisher,373,903,4.264030842560754e-08,8.679376073864048e-05,3.78893316825809e-08,1
l_1242,Swanbank B Power Station to Swanbank B Substation,109,856,3.248270803735177e-08,7.471103589340584e-05,9.978023227910612e-07,2
l_1244,Swanbank B Power Station to Swanbank B Substation,109,856,3.072480529210284e-08,7.066781588396612e-05,9.438031475858041e-07,2
l_1246,Swanbank E Power Station to Swanbank E Substation,918,111,4.8912147839337447e-08,0.00011249915581688172,1.5024810945771626e-06,1
l_1583,Oakey Power Station to Oakey Power Station substation,366,32,2.047210358943692e-07,0.00041670685001217467,1.8191104890660243e-07,1
l_1584,Oakey Power Station to Oakey Power Station substation,366,32,2.0328974216094159e-07,0.0004137934713234965,1.8063922970539632e-07,1
l_1588,Braemar Tee to Braemar,661,660,1.4602568448972322e-07,0.0003358627040185751,4.4856102207813135e-06,2
l_1589,Braemar 2 Power Station to Braemar,662,660,1.0693540053893181e-07,0.00024595407928283084,3.284836686757895e-06,1
l_1590,Braemar 2 Power Station to Braemar 2 Tee,662,660,1.1550401949477553e-07,0.00026566211586742926,3.548047127445937e-06,1
l_1593,Gladstone Power Station to Gladstone-T5,437,439,2.6306510976670244e-07,0.000548806213086962,4.729304145442588e-07,1
l_1594,Gladstone Power Station to Gladstone-T5,437,439,2.133271436830165e-07,0.00044504290963237944,3.8351301921043164e-07,1
l_1595,Gladstone Power Station to Gladstone-H7,437,440,5.290813550782174e-08,0.00012169002678079404,1.6252296589170933e-06,1
l_1596,Gladstone Power Station to Gladstone-H7,437,440,5.06311823974292e-08,0.00011645297802973159,1.5552863186074277e-06,1
l_1597,Gladstone Power Station to Gladstone-H7,437,440,5.803579266902322e-08,0.00013348376570733567,1.7827407943815297e-06,1
l_1598,Gladstone Power Station to Gladstone-H7,437,440,6.801012621191891e-08,0.00015642498078334436,2.0891319107241043e-06,1
l_1600,Stanwell Power Station to Stanwell,224,222,1.5418934115249724e-07,0.00035463931726315473,4.736381048485024e-06,1
l_1601,Stanwell Power Station to Stanwell,224,222,1.5064375132518548e-07,0.0003464843725292679,4.62746778419413e-06,1
l_1602,Stanwell Power Station to Stanwell,224,222,1.8567138175661141e-07,0.0004270487931869913,5.7034449153543154e-06,1
l_1603,Stanwell Power Station to Stanwell,224,222,2.0998678181265327e-07,0.00048297481771242577,6.450364249407797e-06,1
l_1607,Mount Stuart Power Station to Mount Stuart Tee,357,358,7.694152621915568e-07,0.0016051534797189135,1.3832312435033179e-06,1
l_1608,Townsville South to Mount Stuart Tee,359,358,2.4554848009776212e-06,0.005122630348479957,4.414395530685696e-06,1
l_1609,Townsville Power Station to Townsville Power Station substation,360,648,1.2540708051487706e-07,0.0002616241470132535,2.2545301665919776e-07,1
l_1610,Alan Sherriff to Townsville Power Station,355,648,3.1724030704726146e-05,0.06618264645720413,5.7032492851319115e-05,1
l_1611,Yabulu South to Townsville Power Station,361,648,9.899621978364757e-06,0.020652583133342995,1.779723784051619e-05,1
l_1612,Alan Sherriff to Dan Gleeson Tee,362,355,5.7264229166683035e-06,0.011946458723538854,1.0294788108683184e-05,2
l_1613,Dan Gleeson Tee to Dan Gleeson,362,799,5.2035758578545975e-08,0.00010855695624526297,9.354829645596601e-08,2
l_1615,Ross to Dan Gleeson Tee,354,362,1.1477926647265843e-05,0.023945241020226004,2.0634665738128663e-05,2
l_1643,Dapto to Bellambi,265,772,2.7470036800071914e-05,0.05730796791325451,4.9384792620068124e-05,1
l_1644,Dapto to Bellambi,265,772,2.7518613333090682e-05,0.05740930823601554,4.9472122026533555e-05,1
l_1645,Murarrie to Lytton-SSLBS,230,283,6.96149070914568e-06,0.014170018494308064,6.18584246275343e-06,2
l_1647,Katoomba North to Katoomba North Tee,335,846,7.225372466236836e-07,0.0015073566026505255,1.2989553798010283e-06,2
l_1649,Sydney West to West Wetherill Park,712,188,6.380595024514647e-06,0.0133111920305618,1.1470838731365273e-05,1
l_1651,Dalby to Daandine Power Station,564,305,6.329002367218461e-05,0.12882597182265143,5.623825876629157e-05,1
l_1652,Columboola to Roma,90,812,0.00013941010651855095,0.290837248209569,0.0002506272288482053,1
l_1653,Tangkam to Dalby,564,556,7.013031086060178e-05,0.14274928221921804,6.231640218634246e-05,1
l_1654,Yabula South to Tully,361,747,0.0001810345721163024,0.3776741737020045,0.0003254584209731731,1
l_1655,Wellington to Mount Piper,215,639,2.619455675536827e-05,0.06180408522572226,0.0016265024471759087,1
l_1657,Smithton to Burnie,623,78,9.933023039068453e-05,0.202185316405114,8.826287107997625e-05,1
l_1662,Kingston to Kingston Tee,29,352,3.0849266924093987e-06,0.006279325809858093,2.741204624940082e-06,1
l_1663,Middle Ridge to Torrington,559,31,1.8695549752762935e-05,0.038054534125840714,1.6612494414914292e-05,1
l_1664,Middle Ridge to Torrington,559,31,1.865589797087481e-05,0.0379738234697238,1.6577260628592473e-05,1
l_1665,Middle Ridge to Tankham,559,556,4.787039478087731e-05,0.09743952950819987,4.2536682603812735e-05,2
l_1667,Larcom Creek-H058 to Calliope River-H67,438,616,3.0902103731886104e-06,0.00710756067024921,9.492493928569664e-05,1
l_1668,Lawson to Katoomba North Tee,849,846,1.0553151932229442e-05,0.022015976779263778,1.897213401839556e-05,1
