NODE_ID,STATE_NAME,NEM_REGION,NEM_ZONE,VOLTAGE_KV,RRN,PROP_REG_D,LATITUDE,LONGITUDE
69,Queensland,QLD1,NQ,275,0,0.0008476591429759615,-19.888718083,147.207900929
70,Queensland,QLD1,NQ,132,0,0.0002963105737062947,-19.580663,147.064229
71,New South Wales,NSW1,NCEN,132,0,0.004588647745767406,-33.76167613,151.194065814
72,New South Wales,NSW1,NCEN,132,0,0.00020106114882674638,-33.6663129999999,151.002759
73,Australian Capital Territory,NSW1,CAN,132,0,0.0022989759124215727,-35.2695188289999,149.109032779
74,Australian Capital Territory,NSW1,CAN,132,0,0.007657753296884917,-35.2151291069999,149.037775438
75,Victoria,VIC1,CVIC,220,0,0.005629087081267226,-36.737651962,144.510810861
76,Victoria,VIC1,CVIC,220,0,0.0035402582732625915,-36.738229496,144.510620847
77,Tasmania,TAS1,TAS,110,0,0.0026313785765261404,-40.854058833,145.378079264
78,Tasmania,TAS1,TAS,110,0,0.010697799269305268,-40.848092993,145.131060876
79,New South Wales,NSW1,CAN,132,0,0.001836749263938798,-33.849724,148.675785
80,New South Wales,NSW1,NCEN,132,0,0.0017540049873585484,-33.3652875399999,148.01966182
81,New South Wales,NSW1,NCEN,132,0,0.0014406436040876173,-33.1027340759999,148.074989925
82,New South Wales,NSW1,NCEN,132,0,0.0007366349540232733,-33.1798969709999,148.716948416
83,New South Wales,NSW1,NCEN,132,0,0.0017892364334586848,-33.466352888,148.992817715
84,Tasmania,TAS1,TAS,110,0,0.0002260794401788095,-42.26689751,146.261758099
85,New South Wales,NSW1,NCEN,132,0,0.0007366349540232733,-33.0868895359999,148.898958408
86,Tasmania,TAS1,TAS,220,0,0.0010430660787039006,-42.50642303,146.681162321
87,Tasmania,TAS1,TAS,220,0,0.0002260794401788095,-42.4523811459999,146.597686664
88,Victoria,VIC1,LVIC,500,0,0.009050798927341654,-38.262303039,146.608084507
89,Queensland,QLD1,NQ,132,0,0.002604781543405865,-20.101565685,146.280282395
90,Queensland,QLD1,SWQ,132,0,0.004884410593015712,-26.5781155,148.8399335
91,Queensland,QLD1,CQ,132,0,0.00040005070032441884,-23.4434029999999,150.5014755
92,New South Wales,NSW1,NCEN,132,0,0.002460835874742534,-33.84205166,150.911674939
93,New South Wales,NSW1,NCEN,330,0,0.0005390163144545507,-33.403181111,150.080755047
94,New South Wales,NSW1,NCEN,132,0,0.005811451845095025,-33.5784680529999,150.705077607
95,Queensland,QLD1,NQ,132,0,0.00013994965583488442,-21.691752783,148.210361506
96,Queensland,QLD1,SEQ,110,0,0.025548354386887448,-27.546467,153.2528405
97,Queensland,QLD1,SEQ,110,0,0.0019844358384251875,-27.5185549999999,153.489134
98,Queensland,QLD1,SEQ,110,0,0.0015808235450630545,-27.615862321,153.438988446
99,Queensland,QLD1,SEQ,110,0,0.00039187998688495704,-27.733449,153.327607
100,Queensland,QLD1,SEQ,110,0,0.001609211536628364,-27.4478425,153.110508
101,South Australia,SA1,NSA,132,0,0.00037457289285481275,-31.2347679759999,136.831520699
102,South Australia,SA1,NSA,132,0,0.00037457289285481275,-31.147276201,136.801811115
103,Queensland,QLD1,SEQ,275,0,0.002722523619123238,-27.732275822,152.956373085
104,Queensland,QLD1,SEQ,110,0,0.0031247741269121274,-27.04982811,152.916730239
105,Queensland,QLD1,SEQ,110,0,0.006608850139687768,-27.6116796049999,152.726698367
106,Queensland,QLD1,SWQ,110,0,0.0034682583495787337,-27.533195974,152.066299286
107,South Australia,SA1,NSA,275,0,0.000667148267383621,-33.346642404,138.751867736
108,Queensland,QLD1,SEQ,132,0,0.01385543493859917,-27.4508395,152.971964
109,Queensland,QLD1,SEQ,275,0,0.0012890273154731902,-27.660065457,152.814452112
110,Queensland,QLD1,SEQ,275,0,0.0013506817831848799,-27.5409779999999,152.7858575
111,Queensland,QLD1,SEQ,275,0,0.0005767087079303653,-27.655164234,152.818939657
112,Queensland,QLD1,SEQ,110,0,0.008676878661762833,-27.6306754999999,152.7788835
113,Queensland,QLD1,SEQ,110,0,0.002127947087297786,-27.573146849,152.71895903
114,Queensland,QLD1,SEQ,110,0,0.0005767087079303653,-27.6497518639999,152.814686565
115,Queensland,QLD1,SEQ,275,0,0.0,-27.647566,152.8121335
116,Queensland,QLD1,SEQ,110,0,0.016696119644385395,-27.0690655,152.9490425
117,Queensland,QLD1,SEQ,110,0,0.00653217113664051,-27.5634229999999,152.901540649
118,New South Wales,NSW1,SWNSW,132,0,0.0020627763582854474,-34.602531713,146.396478496
119,New South Wales,NSW1,SWNSW,330,0,0.0008080075783998405,-34.648923,146.0351625
120,New South Wales,NSW1,SWNSW,132,0,0.0008080075783998405,-34.315532,146.109415
121,South Australia,SA1,ADE,275,0,0.0493936592112603,-34.847523247,138.580604119
122,South Australia,SA1,ADE,275,0,1.4694895757348482e-06,-34.805171,138.52262
123,South Australia,SA1,ADE,275,0,0.08108937376820038,-34.735692,138.711882
124,South Australia,SA1,NSA,275,0,0.001357661419021426,-34.461692403,138.76804426
125,South Australia,SA1,NSA,132,0,0.0005701619553851211,-34.00102479,138.910931499
126,South Australia,SA1,NSA,132,0,0.0005701619553851211,-34.0017433789999,138.910926254
127,South Australia,SA1,ADE,132,0,0.005039271619081656,-34.833608515,138.806362843
128,South Australia,SA1,ADE,275,0,0.06470632838624771,-34.910803824,138.682017722
129,South Australia,SA1,ADE,275,0,0.0053262139502368135,-34.7655537209999,138.506911921
130,South Australia,SA1,ADE,275,1,0.002863349421305209,-34.779593317,138.509270688
131,New South Wales,NSW1,NCEN,132,0,0.005320196469895941,-33.4302198729999,149.521361225
132,New South Wales,NSW1,NCEN,132,0,0.0005773491202466004,-33.687299853,149.856773096
133,New South Wales,NSW1,NCEN,132,0,0.003228019221731154,-33.2742118159999,149.108416319
134,New South Wales,NSW1,NCEN,132,0,0.0008717301822030214,-33.2796915,149.1059045
135,Queensland,QLD1,SEQ,110,0,0.011259347872314784,-27.7204705,153.209126
136,Tasmania,TAS1,TAS,110,0,0.01316237760992361,-43.0573118089999,147.26129062
137,Tasmania,TAS1,TAS,110,0,0.03215631085627561,-43.0229495,147.0739325
138,New South Wales,NSW1,NCEN,330,0,0.0003624869207908394,-34.72380026,150.481713906
139,Victoria,VIC1,MEL,220,0,0.009333408174965014,-37.82519109,144.929430749
140,Victoria,VIC1,MEL,220,0,0.048000773099336036,-37.7726698179999,144.984333275
141,Victoria,VIC1,MEL,500,0,0.04994625923607017,-37.676163151,144.747212622
142,Victoria,VIC1,MEL,500,0,0.030383381353411267,-37.7382385929999,144.846176377
143,Victoria,VIC1,MEL,220,0,0.001959412794369418,-37.7299527769999,144.011535365
144,Victoria,VIC1,MEL,220,0,0.02895980520342388,-37.800340514,144.934853281
145,Victoria,VIC1,MEL,220,0,0.0084019355676391,-37.838848,144.7893805
146,Victoria,VIC1,MEL,220,0,0.013428864543468451,-37.8259672,144.861785603
147,Victoria,VIC1,MEL,220,0,0.00575120009150833,-37.841462,144.894197
148,Queensland,QLD1,NQ,275,0,0.002910031017285246,-16.95595307,145.751813602
149,Queensland,QLD1,NQ,132,0,0.0048525657611490905,-16.9462543879999,145.755062506
150,Queensland,QLD1,NQ,132,0,0.00037620199400325465,-16.692974326,145.346710291
151,Queensland,QLD1,NQ,132,0,0.008785612002149518,-16.977650866,145.754860709
152,Queensland,QLD1,NQ,132,0,0.006486603696305051,-16.8661354999999,145.687427
153,Queensland,QLD1,NQ,132,0,0.006655150849178051,-16.9266709999999,145.7767665
154,Queensland,QLD1,NQ,132,0,0.00037620199400325465,-16.693981935,145.342592595
